rank,tnt_name,tnt_sunflower,mjq_name,mjq_sunflower,dcx_name,dcx_sunflower,syx_name,syx_sunflower,lyw_name,lyw_sunflower,zzy_name,zzy_sunflower,yhx_name,yhx_sunflower,hjl_name,hjl_sunflower
12,放荡不羁爱自由,2400,望仔曲祺,1080,可爱光波biu～,19190,小念恋轩,1180,萱哥不是萱哥哦,2580,xxy只想zzy ,1020,吃一碗,2500,姜糖,1610
13,萱哥不是萱哥是萱哥,2400,小脑袋的草莓大福,1070,被可爱光波击中了啦,15240,吃魚么,1070,平平无奇c111,2580,7西洲7.,650,不畏不悔，愿顶峰相见,1990,草莓星茶,1490
14,我的大名叫盖亚,2400,yoyoyoyo.,1070,阿拉鑫鑫生日快乐,14420,亚轩小笨蛋❤️ ,1020,可爱星球外星人,2580,希望张张天天开心！,630,初冬集序,1640,是珂玺姐姐呀,1480
15,Dengdengdeng,2250,TNT家的顾艾,1060,心心的狗皮特,13800,宋亚轩婆娘,1020,小小小小小小小,2400,张真源老婆！！,630,严浩翔祝我教资必过和暴富,1640,给我留点钱,1140
16,十四xiao,2200,琳.琳.琳.琳.琳.琳.,1040,小福鑫小年快乐！,12900,宋一个村,1010,酷酷酷酷盖的姐姐,2400,萱哥不是萱哥是萱哥,630,今年高考求求姐子了,1640,萱哥不是萱哥,1130
17,咱也不知道你牛的什么,2100,嘉褀如许,1000,爱你的人始终都爱你嘞,12590,吐两个泡泡的鱼,1000,晚月星念,2190,棕鼠椿颂,630,。.。.,1640,糖仔源源源圈圈,1130
18,随便是个爆米花,2050,布丁泡文文,860,灯宝必上北影,12240,可爱星球外星人,1000,刘耀文我的爹,1600,甜熊奶糖,630,冒泡泡儿,1640,小熊恋爱信号,1080
19,T123N4567T,2000,你笑一下,620,你也要来一口吗,12240,小hu睡不醒～,930,爱你的人始终都爱你嘞,1500,求求大家这是我最后的愿望555,630,寒酥入骨,1610,球球各位了,1070
20,小小123456,1930,TNT全世界最棒的小朋友们,610,小福鑫 好运来,11600,海绵丢了宝宝,860,甜老师不甜,1410,世界上哪有奥特曼嘛,630,苏退,1610,霖霖哥哥贺新年,1040
21,宋亚轩的馒头abab,1560,bobobao,600,老公多吃点,11550,钮祜禄氏·站不稳就跪下,830,记不住名字,1400,让让孩子吧今年高考,610,停止打压浩翔,1600,霖听忆彩.,1040
22,站那，别动!,1560,77丸子,580,没梗给大家拜个年,11200,宋昱臻,830,请给个机会求求了！！！,1400,爆拳刘无敌0416,600,汤圆菇,1600,给个机会吧,1030
23,TNT全世界最棒的小朋友们,1410,叁肆十二,570,字节过节不发钱（烦,11100,世界上哪有奥特曼嘛,810,白色恋人超好吃,1390,小张多吃饭,590,可爱星球外星人,1600,小王今天暴富了吗,1020
24,努力挣钱给飞总送拖鞋,1270,我爱TNT耶,520,心动完成时（正版,11090,TNT全世界最棒的小朋友们,800,一个贫穷的美女,1380,哦哦哦. ,570,cxy86,1260,小贺老师的zzh,900
25,姐姐让让我,1250,SixFeet,520,小灯儿小年快乐～,11020,《柠》,720,萱哥不是萱哥是萱哥,1370,白白白璟悦,550,₩,1260,小高好困,770
26,龙君煜,1220,芒果蛋糕_,520,给我一瓶降压药,11000,好好读书见亚轩,710,·魚丸好吃么·,1370,宇茜,550,山城雪丽糍-,1200,TNT全世界最棒的小朋友们,700
27,0802号爆米,1150,一枚枕头,520,2030零碳目标冲鸭,10990,宋锐智的妈咪,680,姐妹们停一停不要滚雪球,1370,小张的松果,510,tnte,1030,深海救赎_,670
28,大白家的小星星,1110,马嘉祺要平安喜乐,520,老婆公主的保安队长,10400,瑜瑜小盆友,610,各位美女给个机会呗！！,1360,vv要暴富,510,TNT全世界最棒的小朋友们,900,爸爸们可以让让我吗,640
29,TNT全世界最棒的小朋友,1110,迪迦奥特轩.,510,哪都行，妈不挑,10400,宋村村,610,布丁泡文文,1350,一只高冷的豬,500,蒲月浣熊,880,凌^檬,610
30,一只会发光的四叶草,1020,Taropie,480,woodyy,10180,小孙吃果冻,600,是十八楼的小朋友,1320,温柔证据_,480,拾江南,780,苏退,600
31,李飞你伤害人真有一套,1010,狂野女孩-,450,萌萌的飞行日记02,10170,GOGOSONG,520,不畏不悔，愿顶峰相见,1320,TNT全世界最棒的小朋友们,440,限定小瑶,610,一枝春,600
32,季.,1010,三大都可以妈不挑,370,妈咪可以多给心心点点赞嘛,10160,余清夏日-,520,吃饱了吗？,1230,·源味小鱼·,410,Candy！,600,我腿麻了,580
33,灯她男人,1000,苏慕祺,350,请心心猫咪喝咖啡,9150,好想宝贝芽芽,520,耀月之文,1200,A.求求爸爸们给我个机会,400,美好形容,590,呜呜姐姐们让让小学生,570
34,迪迦永远的神保佑我,830,OrdnAry° 平淡,350,Rhus每天来溜一圈,7330,谷惑崽,500,·速效救心丸·,1200,佳男,300,不吃香菜小熊,560,给个机会我初中没毕业,570
35,小林-逢考必过,800,小马新年快乐,340,过节只收丁层心,7000,kkkkatie,500,刘耀文戒赌吧,1070,真源不圆真源超级棒,260,小琪琪琪琪琪7,550,哦吼哈哈哈嘿嘿,520
36,慢点慢点快没钱了,730,M-可可卿,340,EEEstelle,6700,汤岛布朗尼,500,骑猪的郭子,1000,鑫源味糖果.,260,是小熊夫人吖,530,各位美女给个机会呗！！,520
37,•章鱼烧本铺•,660,露露的西法,320,没有老婆我可怎么办啊,6540,宋馒头的开水壶,490,各位美女给小朋友一个机会,1000,李飞抽我吧,240,当务之急是睡觉.,520,DIB,510
38,心碎一地（送错了）,640,银河系的小辰,320,快来给公主交保护费,6500,34xxuan,450,·雾都九月·,960,顾年瑾兮,230,·寒酥入骨·,520,给李飞打钱的第二年,510
39,OrdnAry° 平淡,580,可爱鬼小C,310,公主的狗,6220,从八斤,440,本来还想买鞋的,920,小熊饼干保安,230,抹茶星冰乐多加小熊,520,鹤立giao,510
40,wssyxdxka,570,TNT The love,300,25岁成熟男子,6200,CINDY小黄,430,给个机会刘耀文老婆们,860,想再睡五分钟的马睿英,230,Yachnemi,510,小白兎奶糖,500
41,想不到有文化的名字,560,1212921次陷阱,300,心心妈找到工作咧,6170,六斤是赫敏的,410,馨雨1234,840,欧粉,230,白桃奶酪杯,510,个破,500
42,凯家爆米花,550,p加鱼,300,程程宝贝必上三大,6130,轩小刘,410,小宋老师要平安喜乐.,810,Wan-SUliye_,220,银河拌饭-,500,小贺哥哥全世界最棒,490
43,停手吧！ballball,550,·小祺曲奇饼·,280,程程宝贝高考顺利,6110,雾·都·丞·川,400,Lyt.,810,狼崽爱吃奶盖,220,浪旅,500,彼得小易,490
44,洛洛啊啊啊,540,桃沢樱,280,老婆美少女要少油少盐少糖知道吗,6000,宋人头小姐和宋人头,400,暗恋小熊,800,美女们给个机会求求了,210,Hielox,470,霖霖兔的小霖铛,490
45,又凉了没事白嫖的小葵花,530,ye椰汁,280,美少女吃得这么寡淡还是做老公吧,6000,无语的羊,400,吐一个泡泡的鱼,780,颜忴,210,这里是小苏喔！,460,我爱TNT耶,460
46,TNT大红大紫！,520,雪山焦糖不加盐,270,百度有年终奖但疫情费呢老板,5780,-春奈晚风-,380,葱香叉烧包,770,源轩的心动女孩,200,刘耀文喊我考高中,410,你这个可恶的美女,460
47,李飞的绯闻女友-,520,大胡子船长嘿嘿嘿,260,大小姐驾到,5760,谁有答案,370,喜欢麻薯奶茶,750,起司猪咪,200,暗恋小熊,410,上楼了,430
48,求求了姐你卡了好几个,510,狼崽爱吃奶盖,260,竹小喵,5660,coffee味时差,360,HL.LYW,750,真源的小fafa,200,Evie,400,花钱养小宝贝,430
49,梁三柒,510,HJ.,240,我想我还在等,5630,我要考清华北大,350,TNT全世界最棒的小朋友们,730,各位美女给个机会呗！！,200,HJK SYX HMH,310,给个机会求求了,420
50,Ka-ki,500,祺祺椰奶,230,顶层心必上三大,5630,轩轩你过来呀！,350,是小马激光阿,670,火羊火暴,200,严浩翔全世界最棒,300,想再睡五分钟的马睿英,420
51,刘耀文贺峻霖苏新皓的青缇,500,·芒果团子·,230,看完海就去看山,5630,wssyxdxka,350,新年快乐！,660,苏小柠,190,可爱因子小肉肉,300,想做兔兔的猫,400
52,七日,500,求求让我脱非入欧吧！,230,想念鑫鑫儿子的一天,5560,宋亚轩就是最棒哒,340,Tiann.,660,北念h,190,与烬书,270,贺峻霖是大帅哥吗？,400
53,盈盈syx,490,芝士冰汤圆w,220,舅舅你好久肥来嘛,5540,闪耀星第一小甜饼,340,小猪佩奇.,660,放过那条大青鱼,180,是吧是吧是吧是,260,kgbalabala,320
54,是粽子呀,480,给个机会求求了,210,丁程鑫要永远开心吖,5520,各位美女给个机会呗！！,340,小丸子是兔兔啦！,610,小炸会红爆,160,小熊交友会,260,橙味熊仔饼,310
55,文文雯,450,CLRJA,210,年年小草莓,5430,芫冬,340,刘耀文是四番,610,顾冉柯.,150,AKA黑马王妃,230,湳哲,310
56,-古月小发发-,420,,200,永远在失眠,5400,宋你一条鱼,320,2021刘耀文永远开心,610,·魚丸好吃么·,150,颜忴,210,MDSLZYHBP,300
57,苹菓小丸子,400,啾啾zz,200,小福鑫妈妈考上宾大了,5400,张情ing,310,.~.,600,TNT全世界最棒的小朋友,150,D_H,200,西楼不是西楼,300
58,憨煲生菜,370,小马+7°,200,训练集！我命运般的训练集！,5300,小甜螺,300,无名字,600,人设真香,140,宋sssss,200,戚卉,290
59,贺艺ymy,330,祺味戚风,200,兔子,5300,南玖,300,数学好难啊,600,请各位爸爸妈妈们给孩子个机会,140,各位美女给个机会呗！！,200,LanGui,280
60,十八楼的孩子最棒啦,310,各位美女给个机会呗！！,200,move！我命运般的move！,5300,顾瑄烨,300,刘文是我爹,600,刺蝟子,130,想再睡五分钟的马睿英,200,TNT一直都是最棒的噢,280
61,沐子会飞,300,颜忴,200,心心宝贝生日快乐,5230,可爱因子小肉肉,300,丸之药比,590,我超爱吃烤鸡爪的,130,楼上下水道炸了,170,颜忴,260
62,给个机会求求了,290,小炸要好好吃饭,200,COAGULATION鑫数据,5200,温温吖,290,星冰月亮湾,570,lzyuyu,130,猪猪包的脸颊肉,160,胡萝卜饲养员-,240
63,Niki幸夏946,280,爱小马的小焦,180,有时间一起滑雪,5200,香香的兔兔呀！,290,狼崽哩脑阔超聪明,560,吃爆米花的真知棒,120,自然甜不腻,160,瑜瑜小盆友,240
64,各位美女给个机会呗！！,250,星河甜饼铺,180,丁程鑫老公我爱你ʕ •ᴥ•ʔ,5200,strawberrygirl,280,乔治小丸子,560,是美好的一天吧,120,巧克力和言小熊,160,颍殇,230
65,想成为富婆,250,覃丽蓉,170,十九岁 成为更多人的星星,5200,爆米花-*,280,嘻嘻嘻%,540,安娜娜娜,120,球球各位了,150,小小风爆,210
66,小宋也是小祺,240,盐城小气球,170,变没变小福鑫说的算,5200,宋芽芽的何小鑫,270,特困困困生,540,芊屿樱ya,120,·魚丸好吃么·,150,顾冉柯.,200
67,七瓣橘子,220,彤-ZYY-彤,160,校花的贴身保安,5200,麦辣鸡翅,260,jasmine夢遊計,530,美女zjy,110,怪味兔,150,小熊与蟹黄大侠,200
68,芫冬,220,本来就很挑剔,160,育才没倒闭,5200,小熊牛奶盒,250,给宝贝拜个早年,520,七瓣橘子,110,TNT全世界最棒的小朋友,150,轩轩爱吃鱼,200
69,小炸小炸好好读书,210,我不是美女，我想要亲签,160,比邻星迎春大扫除,5160,萱哥不是萱哥是萱哥,250,时代峰峻公平对待刘耀文,520,-七只奶团子妙妙屋-,100,高考给个机会,140,霖霖兔遇到小熊,200
70,颜忴,210,恬～,160,woodyyhel,5130,超i小宋,250,LIL牌炸丸子,520,想喝幽兰拿铁,100,xiao严,140,爱上黑加仑,170
71,Yube_一起仰望星星,200,周敏三无向衡,160,鑫鑫宝贝女儿,5100,颜忴,250,藏不住猫耳朵,520,zzy.c,100,可惜这只鸡腿要被我吃了,140,超爱小炸吖,160
72,想去偷兔子,200,提·提拉米苏,150,老公我的，藏起来，不给看YES,4700,轩轩今天开心吗？,240,AikL.,510,小琪要减肥,100,马鑫茹,140,TNT全世界最棒的小朋友,160
73,银河系的小辰,200,新春快乐万事胜意,150,灯她男人,4630,love song,240,奶困小文,500,真源真圆¥¥,100,想当小熊软糖,140,李飞你伤害人真有一套,150
74,₩,200,野原屁屁兔,150,leesiki47,4540,宋一个亚轩给我,240,别踩刘耀文猪儿,500,陪小炸一起走✨ ,100,想去看海,130,发光的少年们,150
75,L炸,180,TNT全世界最棒的小朋友,150,鑫鑫看小猫,4440,Strawberry0304,240,小晗不憨.,500,花园在逃唔西迪西,100,钒溪会好好学音乐,130,希望这个名字能引起你的注意,150
76,小猪想rua,170,plpww,150,心心宝贝考上三大,4100,王子.,240,ci饭饭小朋友,500,从八斤,100,·池穗岁岁平安·,130,超级二霖,150
77,！！！:,170,芯芯MJQ,150,就是喜欢猪猪包,4090,snxhxy,220,小李不熬夜.,480,李有病阿,100,晚安熊睡屋,120,镜心,150
78,小怡要努力,150,能整能泥能当妈,140,特困一点也不困,3740,轩轩要开心,210,lilwwen,480,大区长小嬛嬛,100,严浩翔一定会发光的,120,洛雪很向往重庆,150
79,瑜瑜小盆友,150,妍妍的土豆喵,140,宝贝心心天天开心,3730,是小涵呀,210,喜文,440,拖鞋供应商,70,小闫~,120,请各位爸爸妈妈们给孩子个机会,140
80, 轩轩要恰饭吗,150,不困不困,140,看戏真棒数据也要搞！,3660,奶味鸭轩儿,210,好费脑子,440,雨雨鱼鱼雨,70,-心动男嘉宾TNT-,120,沫兮呀,130
81,竺子,140,草莓味脆脆鲨,140,丁程鑫你好！这是考试神,3600,限定小王.,210,五十一,430,自然甜不腻,60,略略豚骨拉面嘎嘎噶,120,海盐小眠,130
82,刘眼泪的baby-,130,十四xiao,140,心囡 妈妈爱你,3560,SLYRXX,210,·奶文博士·,420,杠我就是你的不对,60,RA-SYX,110,贺西北风啦,130
83,小轩遨游太空,130,每天想马嘉祺1001遍,140,天冷把秋裤穿上！,3550,轩轩不是萱萱-,210,颜忴,410,有牛叫郁牧,60,·春日桃桃酱·,110,为什么没人告诉我月末清零,130
84,哆哆嗦嗦……,130,祺祺是只喵,130,棠kiyoi,3490,,200,有钱婬,400,草莓味的真知棒,60,所谓严值高,110,凌霖零,130
85,五十一,120,ovohiii,130,丁程鑫快来教我做数学,3300,追星真累啊,200,小魚同学,400,小王同学爱喝牛奶_,50,시영,100,是美好的一天吧,120
86,沫兮呀,110,·原野井村-,130,寻艺百度送货微指记得做,3190,heiyulau,200,爱刘耀文100年,350,From_Summer,50,葭月银河系,100,xiao严,120
87,18LLLLLLL,110,树懒球,110,完全理想型,3080,小马要快乐,200,芝心.耀丸,350,洛雪很向往重庆,50,一只快乐小羊,100,奶茶使我快乐,120
88,M-可可卿,110,连静怡,110,没梗那就给小福鑫拜个早年,3020,一口吃一盆儿,200,-雾都文文子-,310,什么鲁智深,50,鱼没耐心烤鱼,100,栓栓shuan,110
89,宋村村哇！,110,鸡汤喝多了会胖,100,北电门口吃烧烤,3000,宋馒头历险记、,200,星耀满月,310,新皮质,40,onusang,100,霄霄今年一定暴富,110
90,小陆今天努力了吗,110,小晗不憨.,100,中戏草地看星星,3000,鱿鱼尤鱼,200,别踩我猪儿`,300,CJSQ,40,好想浩翔啊,100,桉树旁的星,110
91,若芽色的椰子,110,祺微,100,各位儿媳好厉害,2830,睡会儿吧,200,咬闻的鹅鹅,300,甜心小极,40,壮derder儿,100,小狗崽,110
92,爱上黑加仑,100,阿某i,100,丁婆就要做数据！,2800,小陆今天努力了吗,200,LIL WEN'S JX,300,洛雪向往重庆,40,从八斤,100,·霖霖念念·,110
93,小炸超级无敌棒,100,阿华田哪有你甜,100,心心妹崽吃费列罗吗,2740,吴泳怡,200,可爱因子小肉肉,300,Heyley恩雨,40,比李飞还会屯的严浩翔老婆,100,守护TNT的小卷毛,100
94,渴望好运降霖的小可怜,100,七个小孩要一直开心呀,100,老公能不能叫我声爸爸,2730,你头发乱了哦。,190,若芽色的椰子,300,昂吭吭吭,40,千程程程,100,王三儿是1加0加2个人的3,100
95,吹风泐吖,100,zmjlq,100,仙女酱,2710,·小贝鱼丸^,190,丸子是宝贝,300,故园无此声,40,秃头小熊,90,TNT'S FANS,100
96,四音同学,100,从八斤,100,momochan828,2690,奶味小轩!,190,✨ ,260,左凌西,30,沙师妹,80,Vanilla1927,100
97,你的霸霸,100,是祺祺呀丶,100,老公少吃点,2670,流心欧包,180,想成为富婆,250,FMXY,30,Wyhx_,80,落入霖间,100
98,吐两个泡泡的鱼,100,看得到太阳吗1123,100,小猪和饭饭很熟,2640,SYAXUAN.,170,刘耀文是最棒的小朋友,240,是炸人了吧,30,快给我瞅瞅你的猫,80,捧一手星星✨ ,100
99,不吐泡泡的鱼,100,努力发光的雯雯子呀,100,程程高考顺利天天开心,2500,宋村村哇！,160,陪刘耀文走娱乐圈,240,真源小宝贝,30,－盐－,80,大姐姐的18楼,100
100,吐一个泡泡的鱼,100,萱哥不是萱哥是萱哥,100,老公老公我尽力了我爱你,2500,方真儿,160,我滴脑阔有点疼,230,小月月呀呀呀,30,棕鼠椿颂,80,徐鸫玄,100
